,312X51,312X52,312X53,312X54,312X55,312X57,312X59,312X60,312X61,312X64,312X65,312X66,312X67,312X69,312X70,312X75,312X81,312X91,312X95,312X96,312X111,312X115,312X130,312X131,312X132,312X133,312X141,312X217,312X246,312X253,312X254,312X255,312X256,312X260,312X261,312X263,312X266,312X267,312X277,312X279,312X280,312X281,312X283,312X284,312X285,312X286,312X287,312X289,312X290,312X291,312X292,312X293,312X303,312X310,312X311,312X315,312X332,312X333,312X337,312X338,312X340,312X349,312X351,312X352,312X355,312X356,312X357,312X358,312X359,312X361,312X362,312X363,312X373,312X379,312X380,312X381,312X382,312X383,312X385,312X386,312X387,312X388,312X389,312X421,312X423,312X424,312X425,312X426,312X429,312X438,312X439,312X441,312X456,312X462,312X465,312X468,312X471,312X475,312X476,312X477,312X480,312X482,312X483,312X489,312X516,312X517,312X519,312X524,312X525,312X528,312X529,312X530,312X531,312X552,312X553,312X555,312X566,312X570,312X574,312X576,312X580,312X582,312X586,312X588,312X589,312X591,312X594,312X597,312X630,312X631,312X633,312X639,312X640,312X645,312X670,312X672,312X690,312X691,312X692,312X693,312X694,312X695,312X696,312X697,312X698,312X699,312X700,312X711,312X712,312X713,312X714,312X717,312X728,312X729,312X730,312X732,312X752,312X754,312X762,312X776,312X778,TOOL
4,352,262,175,220,,425,187,247,,220,155,183,,1.46,0.81,8.9,0.88,,4010,4010,22.2,,31.9,33.5,34.4,,31.3,,,0,719,0,0,722,4,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,479,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,2,0,,372,-2,-2,0,5,5,5,5,,0,0,0,0,,1,499,4463,4889,5,8,11,10.9,11.4,2999,3004,5001,2995,4997,28,30,28,28,34,32,22,85,64,49,52,52,74,46,44,43,816,1022,391,724,5000,,5003,,4997,,51,63,58,56,63,19,73,70,74,,58,,2571,3012.3,3014,3014.7,3015.2,,3042,3042,3040,3042,,2900,106,110.5,111.3,,109.2,106.4,105.7,105.6,,89,67,,101.2,101.3,215
5,353,262,175,220,,425,185,244,,222,154,181,,1.34,0.75,8.45,0.8,,4010,4010,23.9,,33.9,34.5,34.6,,33.2,,,0,719,0,0,724,2,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,140,997,,449,0,,449,0,410,0,0,0,375,0,0,378,2,0,0,,372,-2,-2,0,2,5,2,2,,0,0,0,0,,1,499,4333,4759,5,8,11,10.9,11.4,2999,3005,5001,2995,4997,28,30,28,28,34,32,22,85,64,49,52,52,74,43,44,43,812,1021,392,725,5000,,5002,,4998,,51,63,58,56,63,19,73,71,74,,58,,2570,3012.7,3014.6,3014.2,3014.8,,3040,3042,3042,3040,,2907,110.2,109,107,,110.4,106.6,107,107.3,,89,66,,101.6,101.7,215
11,353,262,175,219,,426,187,236,,222,155,178,,1.48,0.88,8.75,0.93,,4010,4010,14.7,,33.4,33,32.9,,34,,,0,719,0,0,724,2,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,2,2,2,,372,-2,-2,0,2,5,2,5,,0,0,0,0,,1,499,4437,4862,5,8,11,11,11.3,2999,3004,5001,2996,4997,28,30,28,28,34,32,23,85,64,49,52,51,73,44,44,43,813,1022,392,723,5000,,5002,,4998,,51,63,58,55,63,19,73,71,74,,59,,2570,3013.2,3013.5,3013.7,3014.6,,3040,3040,3042,3040,,2882,110.5,110.2,109.3,,110.7,106.2,106.6,107.1,,89,67,,102,102,215
21,352,262,175,220,,425,187,242,,222,154,179,,1.4,0.8,8.65,0.85,,4010,4010,24.9,,33.9,34.7,34.9,,32.9,,,0,719,0,0,722,4,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,479,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,2,,372,-2,-2,0,5,5,2,2,,0,0,0,0,,1,499,4459,4885,5,7,11,10.8,11.4,2999,3004,5002,2994,4998,28,30,28,28,34,32,22,85,64,49,52,52,74,43,44,43,812,1020,391,724,5000,,5003,,4997,,51,63,58,55,63,19,73,71,74,,59,,2570,3013.6,3014.6,3013.9,3015.7,,3040,3042,3042,3040,,2880,107.6,103.7,101.9,,109.8,107,107.3,107.5,,90,67,,101.9,102,215
29,343,260,175,218,,387,185,238,,218,154,178,,1.33,0.74,8.83,0.78,,4010,4010,14.7,,32.4,32.3,32.5,,32.9,,,0,719,0,0,722,2,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,374,-2,-2,1,5,5,5,5,,0,0,0,0,,0,539,4905,5327,5,8,11,10.8,11.3,2999,3005,5002,2995,4997,28,29,28,28,34,32,23,85,65,49,53,52,74,44,44,43,813,1032,393,724,5000,,5003,,4997,,51,63,58,55,63,19,73,70,74,,58,,2572,3013.3,3013.8,3015,3014,,3040,3042,3045,3040,,2885,109.6,106.7,104.4,,110.2,106.8,107.1,107.4,,89,67,,101.3,101.4,215
31,347,260,175,219,,416,186,243,,220,155,181,,1.37,0.78,8.5,0.83,,4010,4010,25.6,,33.5,34.9,35.4,,32.6,,,0,719,0,0,722,0,,716,-2,1126,140,1001,,1127,483,143,1004,,1123,476,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,1,5,5,5,5,,0,0,0,0,,0,539,4906,5328,5,8,11,10.9,11.4,2999,3006,5001,2995,4998,28,30,28,28,34,32,22,85,65,49,52,53,74,44,44,43,813,1028,393,723,5000,,5003,,4997,,51,63,58,55,63,19,73,70,74,,55,,2573,3012.2,3014.2,3014.4,3014,,3040,3040,3042,3042,,2902,99.6,102.8,106.6,,100.5,107.3,106.7,106.1,,89,67,,101.6,101.6,215
33,347,260,175,218,,417,185,239,,221,154,176,,1.36,0.78,8.8,0.83,,4010,4010,14.3,,33.1,32.7,32.6,,33.7,,,0,719,0,0,722,0,,716,-2,1126,140,1001,,1130,483,143,1004,,1123,476,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,2,5,5,5,,0,0,0,0,,0,539,4907,5329,5,8,11,10.9,11.4,2999,3005,5002,2994,4998,28,29,28,28,34,32,23,85,65,49,53,52,74,42,44,43,815,1029,393,723,5000,,5003,,4997,,51,63,58,56,63,19,73,70,74,,58,,2571,3013.3,3014.1,3013.4,3013.5,,3040,3042,3045,3042,,2887,111.2,110.6,110.4,,111.5,105.7,106,106.4,,89,67,,101.7,101.6,215
39,353,262,175,220,,428,187,244,,222,155,182,,1.39,0.81,8.55,0.85,,4010,4010,22.4,,34,34.3,34.2,,33.5,,,0,719,0,0,722,2,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,140,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,2,2,5,2,,0,0,0,0,,1,499,4457,4883,5,8,11,11,11.4,2999,3006,5001,2995,4997,28,30,28,28,34,32,22,85,64,49,52,52,73,46,44,43,811,1021,392,724,5000,,5004,,4997,,51,63,58,56,63,19,73,70,74,,58,,2570,3013.3,3013.9,3013.8,3014,,3042,3042,3042,3040,,2885,100,99.4,100.8,,101,107.6,107.2,106.7,,90,67,,101.7,101.8,215
43,351,261,175,219,,425,186,241,,222,154,180,,1.36,0.77,8.6,0.8,,4010,4010,13.6,,31.6,31.9,32.4,,32,,,0,719,0,0,722,4,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,140,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,2,0,,372,-2,-2,0,2,2,2,2,,0,0,0,0,,0,496,3793,4220,5,8,11,10.9,11.3,2999,3004,5002,2995,4998,28,30,28,28,34,32,22,85,64,49,52,52,74,42,44,43,818,1028,393,726,5000,,5003,,4997,,51,63,58,56,63,19,73,71,74,,59,,2571,3012.9,3013.8,3013.9,3013.7,,3042,3042,3042,3045,,2900,102.1,99.9,99.4,,103.9,107.6,107.5,107.2,,89,67,,101.1,101.3,215
44,350,261,175,219,,420,186,236,,220,155,178,,1.38,0.78,8.83,0.83,,4010,4010,13.4,,31.9,31.9,32.2,,32.4,,,0,719,0,0,724,2,,714,-4,1126,140,1001,,1127,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,2,5,2,2,,0,0,0,0,,0,539,4985,5409,5,8,11,10.9,11.3,2999,3004,5001,2996,4997,28,30,28,28,34,32,22,85,64,49,52,52,74,43,44,43,818,1023,391,723,5000,,5003,,4998,,51,63,58,56,63,19,73,70,74,,58,,2571,3012.7,3014.4,3014.3,3013.9,,3042,3045,3045,3045,,2902,105.3,110.2,111.2,,108.9,106.5,105.8,105.6,,89,67,,101.8,101.8,215
46,349,261,175,219,,421,187,242,,223,154,180,,1.3,0.71,8.5,0.75,,4010,4010,25.6,,33.6,35,35.5,,32.6,,,0,719,0,0,722,2,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,2,0,,372,-2,-2,0,2,5,5,2,,0,0,0,0,,0,539,4986,5410,5,8,11,10.9,11.4,2999,3006,5001,2995,4998,28,30,28,28,34,32,23,85,64,49,52,52,74,42,44,43,813,1021,390,724,5000,,5003,,4997,,51,63,58,56,63,19,73,70,74,,57,,2570,3012.5,3013.9,3014.7,3013.9,,3042,3042,3042,3042,,2905,110.5,110.2,109.5,,110.8,106.3,106.7,107.1,,89,67,,102,102,215
47,348,261,175,218,,418,186,240,,223,155,178,,1.34,0.75,8.75,0.8,,4010,4010,14.5,,30.9,31.7,32.5,,31.2,,,0,719,0,0,724,2,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,5,5,2,5,,0,0,0,0,,0,539,4910,5332,5,8,11,11,11.4,3000,3006,5002,2995,4998,28,29,28,28,34,32,23,85,64,49,52,52,74,44,44,43,820,1027,392,723,5000,,5004,,4997,,51,63,58,56,63,19,73,70,74,,58,,2571,3012.2,3014,3014.1,3014.5,,3040,3042,3042,3040,,2885,110.6,110.3,110.2,,110.9,106,106.3,106.7,,89,67,,101.8,101.8,215
49,350,261,175,219,,420,185,241,,221,154,180,,1.31,0.75,8.43,0.8,,4010,4010,23.4,,33.9,34.4,34.4,,33.3,,,0,719,0,0,724,0,,716,-2,1126,140,1001,,1127,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,2,5,2,2,,0,0,0,0,,0,539,4911,5333,5,8,11,10.8,11.3,2999,3005,5002,2995,4997,28,30,28,28,34,32,22,85,64,49,52,52,74,42,44,43,813,1024,391,724,5000,,5003,,4997,,51,63,58,56,63,19,73,70,74,,57,,2571,3012.6,3014,3013.3,3014.8,,3040,3040,3040,3042,,2902,103.5,100.7,99.8,,105.7,107.4,107.4,107.2,,90,67,,101.9,101.9,215
51,349,261,175,219,,420,186,241,,222,155,180,,1.37,0.76,8.85,0.83,,4010,4010,15.1,,31.1,31.9,32.8,,31.2,,,0,719,0,0,722,2,,716,-6,1126,140,1001,,1130,483,143,1004,,1123,479,140,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,5,5,5,5,,0,0,0,0,,0,539,4917,5339,5,8,11,10.9,11.4,2999,3004,5002,2995,4997,28,30,28,28,34,32,22,85,64,49,52,52,74,43,44,43,819,1024,391,724,5000,,5003,,4997,,51,63,58,56,63,19,73,70,74,,58,,2571,3012.6,3013.3,3014.4,3014.4,,3042,3042,3040,3042,,2890,99.8,99.6,101.6,,100.6,107.5,107.1,106.5,,89,67,,101.5,101.3,215
52,352,262,176,220,,424,185,241,,221,155,182,,1.33,0.75,8.43,0.8,,4010,4010,24.2,,33.9,34.5,34.6,,33.1,,,0,719,0,0,722,4,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,5,5,5,2,,0,0,0,0,,1,499,4585,5010,5,8,11,10.9,11.4,2999,3006,5001,2994,4997,28,30,28,28,34,32,22,85,64,49,52,52,74,41,44,43,811,1021,391,724,5000,,5003,,4997,,51,63,58,56,63,19,73,70,74,,58,,2572,3011.9,3013.8,3014.8,3013.7,,3042,3042,3042,3040,,2887,102.7,100.3,99.5,,104.8,107.4,107.4,107.1,,88,66,,101.9,101.9,215
55,349,260,175,218,,419,185,241,,220,155,181,,1.38,0.79,8.63,0.85,,4010,4010,13.5,,31.5,31.8,32.3,,31.9,,,0,719,0,0,722,2,,716,-4,1126,140,1001,,1130,483,143,1004,,1120,476,140,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,2,5,5,5,,0,0,0,0,,0,505,4697,5124,5,8,11,10.9,11.3,2999,3004,5002,2996,4997,28,30,28,28,34,32,23,85,64,49,53,52,74,45,45,43,820,1027,392,725,5000,,5003,,4997,,51,63,58,56,63,19,73,70,74,,56,,2570,3013.6,3013.8,3014.1,3013.9,,3042,3040,3042,3040,,2880,109.3,111.3,111.4,,111,106.1,105.6,105.7,,89,67,,101.9,101.9,215
61,354,263,176,220,,428,187,240,,223,155,180,,1.36,0.79,8.43,0.83,,4010,4010,22.7,,33.9,34.3,34.3,,33.4,,,0,719,0,0,722,4,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,140,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,2,,372,-2,-2,0,5,5,2,5,,0,0,0,0,,1,499,4546,4972,5,8,11,10.8,11.4,2999,3004,5002,2995,4997,28,30,28,28,34,32,23,85,64,49,52,51,74,44,44,43,813,1019,390,722,5000,,5004,,4997,,51,63,58,56,63,19,73,70,74,,58,,2571,3012.9,3013.8,3013.9,3014.3,,3040,3040,3042,3042,,2902,102.1,100,99.5,,104,107.5,107.4,107.1,,90,67,,101.8,101.9,215
64,337,259,174,220,,381,185,275,,221,154,198,,1.36,0.76,8.68,0.83,,4010,4010,24.8,,33.6,34.8,35.3,,32.8,,,0,719,-1,-1,724,2,,716,-4,1125,140,1001,,1127,483,143,1004,,1120,476,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,1,2,5,2,2,,0,0,0,0,,1,526,4863,5288,5,8,11,10.9,11.6,2999,3006,5002,2994,4998,28,29,28,28,34,33,22,86,65,50,53,55,75,46,45,43,830,1038,395,722,5000,,5003,,4997,,51,64,58,56,63,19,72,70,72,,55,,2579,3013.5,3014.3,3014.4,3014.9,,3042,3042,3042,3042,,2905,110,110,110.1,,110,106,106.1,106.2,,91,67,,100.6,100.6,215
67,352,262,175,220,,424,187,241,,223,155,182,,1.35,0.75,8.65,0.83,,4010,4010,24.3,,32.4,34,34.9,,31.6,,,0,719,0,0,724,4,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,140,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,5,5,5,2,,0,0,0,0,,0,499,4629,5055,5,8,11,10.8,11.4,2999,3004,5002,2995,4997,28,30,28,28,34,33,22,85,64,49,52,52,73,43,44,43,816,1022,390,725,5000,,5003,,4997,,51,63,58,56,63,19,73,70,74,,57,,2571,3013,3014.3,3013.5,3014.5,,3040,3042,3040,3042,,2917,110.2,109.7,107.9,,110.4,106.6,106.9,107.2,,90,67,,101,101.1,215
68,351,262,175,219,,425,187,237,,222,156,178,,1.38,0.79,8.53,0.85,,4010,4010,13.7,,32.6,32.4,32.4,,33.2,,,0,719,0,0,722,2,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,2,0,0,,372,-2,-2,0,5,2,2,2,,0,0,0,0,,0,539,4960,5382,5,7,11.1,10.9,11.3,2999,3005,5001,2995,4997,28,30,28,28,34,32,22,85,64,49,52,52,74,45,44,43,814,1021,390,723,5000,,5003,,4997,,51,63,58,56,63,19,73,71,74,,59,,2570,3013.1,3013.9,3013.1,3015.8,,3042,3040,3042,3040,,2902,106.6,102.8,101.2,,108.8,107.1,107.4,107.5,,89,67,,101.9,102,215
71,352,261,175,219,,426,187,244,,222,155,182,,1.38,0.78,8.65,0.83,,4010,4010,13.6,,31.5,31.8,32.3,,32,,,0,719,0,0,722,0,,714,-2,1126,140,1001,,1127,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,5,2,2,2,,0,0,0,0,,1,499,4268,4694,5,8,11,10.9,11.4,2999,3006,5001,2995,4996,28,29,28,28,34,32,22,85,64,49,52,52,73,44,44,43,816,1025,393,725,5000,,5003,,4997,,51,63,58,56,63,19,73,70,74,,58,,2571,3013,3014.4,3012.9,3014.6,,3042,3042,3042,3040,,2905,100.5,105.7,109,,102.8,107.1,106.3,105.8,,89,67,,101.5,101.6,215
72,351,262,175,219,,421,187,235,,227,156,176,,1.34,0.77,8.65,0.8,,4010,4010,13.5,,32,32.1,32.4,,32.6,,,0,719,0,0,722,0,,716,-2,1126,140,1001,,1127,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,5,5,2,5,,0,0,0,0,,0,539,4944,5366,5,8,11.1,10.9,11.2,2999,3004,5002,2995,4997,28,30,28,28,34,32,23,85,64,49,52,51,73,43,44,43,816,1020,390,721,5000,,5003,,4997,,51,63,58,56,63,19,73,71,74,,59,,2569,3012.8,3014.1,3015.5,3013.4,,3037,3042,3040,3040,,2915,102.6,100.2,99.5,,104.5,107.5,107.5,107.2,,90,67,,101.6,101.4,215
75,351,262,175,219,,423,187,240,,223,154,181,,1.35,0.76,8.53,0.83,,4010,4010,25.5,,33.8,35,35.5,,32.7,,,0,719,0,0,722,2,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,5,5,5,2,,0,0,0,0,,0,539,4945,5367,5,8,11.1,10.9,11.4,2999,3004,5001,2996,4997,28,30,28,28,34,32,23,85,64,49,52,52,74,45,44,43,813,1018,390,722,5000,,5003,,4998,,51,63,58,56,63,19,73,70,74,,58,,2570,3012.7,3014.3,3014,3014.8,,3040,3042,3042,3042,,2887,107.4,110.9,111.4,,110.1,106.3,105.7,105.6,,89,67,,101.4,101.5,215
96,353,262,176,220,,425,187,244,,222,155,180,,1.4,0.79,8.78,0.85,,4010,4010,24.8,,33.8,34.6,34.7,,33,,,0,719,0,0,724,4,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,140,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,2,,372,-2,-2,0,2,2,2,2,,0,0,0,0,,1,499,4667,5095,5,8,11,10.9,11.4,2999,3006,5001,2995,4998,28,30,28,28,34,32,23,85,64,49,52,52,73,43,44,43,811,1019,390,724,5000,,5003,,4997,,51,63,58,56,63,19,73,70,74,,57,,2571,3012.4,3013.6,3013.8,3014.4,,3042,3042,3040,3040,,2897,110.9,110.5,110.3,,111.3,105.8,106.2,106.6,,89,67,,101.6,101.7,215
99,351,260,175,219,,425,186,247,,224,154,183,,1.34,0.78,8.43,0.83,,4010,4010,22,,34.1,34.3,34.3,,33.7,,,0,719,0,0,724,2,,716,-2,1126,140,1001,,1127,483,143,1004,,1123,476,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,2,0,0,,372,-2,-2,0,2,5,5,2,,0,0,0,0,,0,489,3553,3988,5,7,11,10.9,11.2,2999,3005,5002,2995,4998,28,29,28,28,34,32,22,85,65,50,53,53,74,43,44,43,817,1031,395,729,5000,,5003,,4998,,51,64,58,56,63,19,73,70,73,,58,,2570,3012.9,3014.7,3013.9,3014.2,,3040,3042,3040,3045,,2915,108.3,111.1,111.4,,110.5,106.2,105.7,105.7,,91,67,,101,101,215
104,329,255,172,223,,372,183,292,,220,154,216,,1.37,0.78,8.4,0.85,,4010,4010,25,,33.1,34.5,35.1,,32.2,,,0,719,0,0,724,4,,716,-4,1125,140,1001,,1127,483,143,1004,,1120,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,5,2,2,2,,0,0,0,0,,0,505,4684,5111,5,7,11,10.8,11.9,2999,3004,5002,2996,4997,28,29,28,28,34,32,23,86,65,51,53,57,74,45,45,44,831,1040,412,722,5000,,5002,,4997,,52,64,57,56,62,19,72,70,71,,56,,2567,3011.3,3013.2,3013.5,3014.6,,3040,3042,3042,3040,,2885,110,110.1,110.1,,110.1,103.7,103.8,104,,89,67,,100.1,100.1,215
105,353,262,175,220,,427,187,241,,220,155,180,,1.43,0.83,8.65,0.88,,4010,4010,13.6,,32.2,32.1,32.4,,32.7,,,0,719,0,0,724,4,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,5,5,5,2,,0,0,0,0,,1,499,4476,4902,5,8,11,10.9,11.4,2999,3005,5003,2995,4997,28,30,28,28,34,32,22,85,64,49,52,52,73,45,44,43,814,1023,391,724,5000,,5003,,4997,,51,63,58,56,63,19,73,71,74,,60,,2570,3013.8,3014.9,3013,3015.1,,3042,3045,3040,3045,,2900,99.8,99.4,100.8,,100.7,107.6,107.2,106.6,,89,67,,101.1,101,215
120,345,259,174,218,,414,185,245,,223,154,181,,1.34,0.76,8.5,0.8,,4010,4010,24.2,,33.8,34.4,34.5,,33.1,,,0,719,0,0,722,0,,714,-2,1126,140,1001,,1127,483,143,1004,,1123,476,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,2,0,,372,-2,-2,0,2,2,2,2,,0,0,0,0,,0,505,4689,5116,5,8,11,10.9,11.4,2999,3007,5002,2994,4998,28,30,28,28,34,32,23,85,64,49,52,53,74,44,45,43,815,1028,393,724,5000,,5004,,4997,,51,63,58,56,63,19,73,70,74,,54,,2570,3012.8,3014,3014.6,3014.4,,3040,3042,3042,3040,,2907,111.2,110.6,110.4,,111.4,105.6,105.8,106.2,,90,67,,101.1,101.2,215
0,355,264,175,223,,394,186,239,,237,155,194,,1.92,1.3,8.45,1.4,,4010,4010,20.6,,33.3,33.3,33.2,,33.3,,,2,721,2,1,724,4,,720,2,1125,140,1001,,1127,483,143,1004,,1123,479,136,997,,449,0,,448,0,410,-1,-3,0,375,0,0,376,0,0,0,,372,-2,-2,2,5,5,5,5,,0,0,0,0,,0,461,2978,3416,5,7,11.2,10.6,10.6,2999,3005,5002,2994,4998,28,28,27,29,34,33,24,90,70,57,60,61,79,51,49,46,805,1022,394,698,5000,,5003,,4997,,49,62,57,56,62,19,77,72,73,,71,,2559,3012.4,3013,3013.6,3013.4,,3045,3047,3045,3045,,2872,102.8,108.6,110.7,,106.4,105.7,105,104.6,,91,71,,100.7,100.8,329
2,360,265,175,223,,419,186,239,,237,155,189,,1.84,1.24,8.63,1.28,,4010,4010,14.9,,30.8,31.5,32.4,,31,,,2,721,2,2,724,4,,718,2,1124,140,1001,,1127,483,143,1004,,1123,479,136,997,,449,0,,448,3,410,-2,-2,0,375,0,0,376,0,0,0,,372,-2,-2,2,5,5,5,5,,0,0,0,0,,0,461,2979,3417,5,7,11.1,10.8,10.5,2999,3005,5002,2995,4997,28,28,27,29,34,33,24,90,70,57,59,61,79,51,50,46,809,1021,391,698,5000,,5003,,4998,,49,62,57,55,62,19,77,72,74,,72,,2558,3011.6,3012.1,3014.1,3012.9,,3045,3050,3047,3045,,2907,110.5,110.2,110.2,,110.8,105,105.4,105.8,,89,71,,100.9,101,329
6,370,267,176,223,,435,186,240,,242,155,185,,1.8,1.27,8.4,1.28,,4010,4010,22.5,,33.9,34.1,34,,33.6,,,2,721,2,2,724,4,,718,2,1125,140,1001,,1127,483,143,1004,,1123,479,136,997,,449,0,,448,0,410,-1,-2,0,375,0,0,376,0,0,0,,374,-2,-2,2,5,5,5,5,,0,0,0,0,,0,461,3029,3467,5,7,11.2,10.7,10.5,2999,3004,5002,2996,4997,27,28,27,29,34,32,24,90,70,56,59,60,79,49,49,46,804,1015,389,699,5000,,5002,,4999,,49,62,57,56,62,19,77,72,74,,72,,2555,3013.6,3013.8,3013,3012.8,,3045,3047,3047,3042,,2897,110.4,108,105.4,,110.8,105.6,106,106.5,,91,72,,101.9,102,329
11,351,263,174,230,,399,187,277,,237,157,222,,1.81,1.23,8.5,1.28,,4010,4010,25,,32.9,34.2,34.9,,32.2,,,2,721,2,2,724,4,,718,0,1124,140,1001,,1127,483,143,1004,,1120,476,140,997,,449,0,,448,0,410,0,-1,0,375,0,0,376,0,0,0,,372,-2,-2,2,5,5,5,5,,0,0,0,0,,0,461,2926,3364,5,7,11.1,10.7,10.6,2999,3004,5002,2996,4998,28,28,27,29,34,32,24,91,70,58,60,63,79,51,50,47,823,1021,410,696,5000,,5003,,4998,,50,63,56,57,62,19,77,71,72,,69,,2552,3012.1,3013.5,3012.4,3012.4,,3047,3047,3045,3042,,2905,110,110.1,110.1,,110,103.6,103.6,103.8,,90,71,,99.9,99.9,329
13,356,265,176,225,,407,187,245,,237,156,204,,1.76,1.22,8.33,1.23,,4010,4000,15.9,,33.1,32.7,32.5,,33.7,,,2,721,2,2,724,4,,718,2,1124,140,1001,,1127,483,143,1004,,1123,476,136,997,,449,0,,448,2,410,0,-2,0,375,0,0,376,0,0,0,,372,-2,-2,2,5,5,5,5,,0,0,0,0,,0,461,2927,3365,5,7,11.1,10.8,10.7,2999,3006,5002,2996,4997,28,28,27,29,33,33,24,90,70,57,59,61,80,51,50,46,811,1016,392,697,5000,,5003,,4998,,49,62,57,56,62,19,77,72,73,,71,,2555,3010.9,3013.3,3012.9,3012.3,,3045,3047,3047,3045,,2907,110.1,110.1,110.1,,110.2,104.5,104.8,105.1,,90,72,,100,100.2,329
14,370,268,176,224,,429,187,241,,240,156,186,,1.8,1.23,8.55,1.25,,4010,4010,14,,31.4,31.5,32,,31.9,,,2,721,2,2,724,4,,720,2,1125,140,1001,,1127,483,143,1004,,1120,476,136,997,,449,0,,448,0,413,-1,-2,-2,375,0,0,376,0,0,0,,372,-2,-2,2,5,5,5,5,,0,0,0,0,,0,461,2860,3298,5,7,11,10.7,10.5,2999,3005,5002,2995,4997,28,28,27,29,34,32,25,90,70,56,59,60,80,50,49,46,811,1017,389,700,5000,,5003,,4997,,49,62,57,56,62,19,77,72,74,,72,,2556,3013.4,3012.7,3013.9,3013.7,,3045,3047,3045,3047,,2900,100.3,99.1,99.2,,101.8,106.9,106.7,106.3,,90,72,,101.4,101.4,329
16,370,268,176,224,,431,186,244,,239,154,192,,1.75,1.19,8.4,1.2,,4010,4010,25.4,,33.6,34.8,35.3,,32.6,,,2,721,2,2,724,4,,720,2,1125,140,1001,,1127,483,143,1004,,1120,476,136,997,,449,0,,448,2,412,-1,-2,0,375,0,0,378,0,0,0,,372,-2,-2,2,5,5,5,5,,0,0,0,0,,0,461,2861,3299,5,7,11.1,10.7,10.5,2999,3004,5002,2995,4998,28,28,27,29,34,32,25,90,70,57,59,60,79,50,49,46,804,1013,390,700,5000,,5003,,4997,,49,62,57,56,62,19,77,72,74,,71,,2555,3012.8,3013.9,3013.3,3012.7,,3047,3047,3047,3045,,2915,107.6,110.8,111.2,,109.9,105.4,104.9,104.9,,91,71,,101.5,101.6,329
